segment_id	segment_text	sutta	section_num	segment_num	collection	sutta_num	title	place	country
mn2:3.1	“Mendicants, I say that the ending of defilements is for one who knows and sees, not for one who does not know or see. For one who knows and sees what? Proper attention and improper attention. When you pay improper attention, defilements arise, and once arisen they grow. When you pay proper attention, defilements don’t arise, and those that have already arisen are given up.	mn2	3	1	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:4.1	Some defilements should be given up by seeing, some by restraint, some by using, some by enduring, some by avoiding, some by dispelling, and some by developing.	mn2	4	1	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:5.1	And what are the defilements that should be given up by seeing? Take an uneducated ordinary person who has not seen the noble ones, and is neither skilled nor trained in the teaching of the noble ones. They’ve not seen good persons, and are neither skilled nor trained in the teaching of the good persons. They don’t understand to which things they should pay attention and to which things they should not pay attention. So they pay attention to things they shouldn’t and don’t pay attention to things they should.	mn2	5	1	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:6.1	And what are the things to which they pay attention but should not? They are the things that, when attention is paid to them, give rise to unarisen defilements and make arisen defilements grow; the defilements of sensual desire, desire to be reborn, and ignorance. These are the things to which they pay attention but should not. And what are the things to which they do not pay attention but should? They are the things that, when attention is paid to them, do not give rise to unarisen defilements and give up arisen defilements; the defilements of sensual desire, desire to be reborn, and ignorance. These are the things to which they do not pay attention but should.	mn2	6	1	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:7.1	Because of paying attention to what they should not and not paying attention to what they should, unarisen defilements arise and arisen defilements grow. This is how they attend improperly: ‘Did I exist in the past? Did I not exist in the past? What was I in the past? How was I in the past? After being what, what did I become in the past? Will I exist in the future? Will I not exist in the future? What will I be in the future? How will I be in the future? After being what, what will I become in the future?’ Or they are undecided about the present thus: ‘Am I? Am I not? What am I? How am I? This sentient being—where did it come from? And where will it go?’ When they attend improperly in this way, one of the following six views arises in them and is taken as a genuine fact. The view: ‘My self exists in an absolute sense.’ The view: ‘My self does not exist in an absolute sense.’ The view: ‘I perceive the self with the self.’ The view: ‘I perceive what is not-self with the self.’ The view: ‘I perceive the self with what is not-self.’ Or they have such a view: ‘This self of mine is he who speaks and feels and experiences the results of good and bad deeds in all the different realms. This self is permanent, everlasting, eternal, and imperishable, and will last forever and ever.’ This is called a misconception, the thicket of views, the desert of views, the trick of views, the evasiveness of views, the fetter of views. An uneducated ordinary person who is fettered by views is not freed from rebirth, old age, and death, from sorrow, lamentation, pain, sadness, and distress. They’re not freed from suffering, I say.	mn2	7	1	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:9.2	But take an educated noble disciple who has seen the noble ones, and is skilled and trained in the teaching of the noble ones. They’ve seen good persons, and are skilled and trained in the teaching of the good persons. They understand to which things they should pay attention and to which things they should not pay attention. So they pay attention to things they should and don’t pay attention to things they shouldn’t. And what are the things to which they don’t pay attention and should not? They are the things that, when attention is paid to them, give rise to unarisen defilements and make arisen defilements grow; the defilements of sensual desire, desire to be reborn, and ignorance. These are the things to which they don’t pay attention and should not. And what are the things to which they do pay attention and should? They are the things that, when attention is paid to them, do not give rise to unarisen defilements and give up arisen defilements; the defilements of sensual desire, desire to be reborn, and ignorance. These are the things to which they do pay attention and should. Because of not paying attention to what they should not and paying attention to what they should, unarisen defilements don’t arise and arisen defilements are given up.	mn2	9	2	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:11.1	They properly attend: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. And as they do so, they give up three fetters: identity view, doubt, and misapprehension of precepts and observances. These are called the defilements that should be given up by seeing.	mn2	11	1	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:12.1	And what are the defilements that should be given up by restraint? Take a mendicant who, reflecting properly, lives restraining the faculty of the eye. For the distressing and feverish defilements that might arise in someone who lives without restraint of the eye faculty do not arise when there is such restraint. Reflecting properly, they live restraining the faculty of the ear … the nose … the tongue … the body … the mind. For the distressing and feverish defilements that might arise in someone who lives without restraint of the mind faculty do not arise when there is such restraint. For the distressing and feverish defilements that might arise in someone who lives without restraint do not arise when there is such restraint. These are called the defilements that should be given up by restraint.	mn2	12	1	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:13.1	And what are the defilements that should be given up by using? Take a mendicant who, reflecting properly, makes use of robes: ‘Only for the sake of warding off cold and heat; for warding off the touch of flies, mosquitoes, wind, sun, and reptiles; and for covering up the private parts.’ Reflecting properly, they make use of almsfood: ‘Not for fun, indulgence, adornment, or decoration, but only to sustain this body, to avoid harm, and to support spiritual practice. In this way, I shall put an end to old discomfort and not give rise to new discomfort, and I will live blamelessly and at ease.’ Reflecting properly, they make use of lodgings: ‘Only for the sake of warding off cold and heat; for warding off the touch of flies, mosquitoes, wind, sun, and reptiles; to shelter from harsh weather and to enjoy retreat.’ Reflecting properly, they make use of medicines and supplies for the sick: ‘Only for the sake of warding off the pains of illness and to promote good health.’ For the distressing and feverish defilements that might arise in someone who lives without using these things do not arise when they are used. These are called the defilements that should be given up by using.	mn2	13	1	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:18.1	And what are the defilements that should be given up by enduring? Take a mendicant who, reflecting properly, endures cold, heat, hunger, and thirst. They endure the touch of flies, mosquitoes, wind, sun, and reptiles. They endure rude and unwelcome criticism. And they put up with physical pain—sharp, severe, acute, unpleasant, disagreeable, and life-threatening. For the distressing and feverish defilements that might arise in someone who lives without enduring these things do not arise when they are endured. These are called the defilements that should be given up by enduring.	mn2	18	1	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:19.1	And what are the defilements that should be given up by avoiding? Take a mendicant who, reflecting properly, avoids a wild elephant, a wild horse, a wild ox, a wild dog, a snake, a stump, thorny ground, a pit, a cliff, a swamp, and a sewer. Reflecting properly, they avoid sitting on inappropriate seats, walking in inappropriate neighborhoods, and mixing with bad friends—whatever sensible spiritual companions would believe to be a bad setting. For the distressing and feverish defilements that might arise in someone who lives without avoiding these things do not arise when they are avoided. These are called the defilements that should be given up by avoiding.	mn2	19	1	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:20.1	And what are the defilements that should be given up by dispelling? Take a mendicant who, reflecting properly, doesn’t tolerate a sensual, malicious, or cruel thought that has arisen, but gives it up, gets rid of it, eliminates it, and obliterates it. They don’t tolerate any bad, unskillful qualities that have arisen, but give them up, get rid of them, eliminate them, and obliterate them. For the distressing and feverish defilements that might arise in someone who lives without dispelling these things do not arise when they are dispelled. These are called the defilements that should be given up by dispelling.	mn2	20	1	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:21.1	And what are the defilements that should be given up by developing? It’s when a mendicant, reflecting properly, develops the awakening factors of mindfulness, investigation of principles, energy, rapture, tranquility, immersion, and equanimity, which rely on seclusion, fading away, and cessation, and ripen as letting go. For the distressing and feverish defilements that might arise in someone who lives without developing these things do not arise when they are developed. These are called the defilements that should be given up by developing.	mn2	21	1	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:22.1	Now, take a mendicant who, by seeing, has given up the defilements that should be given up by seeing. By restraint, they’ve given up the defilements that should be given up by restraint. By using, they’ve given up the defilements that should be given up by using. By enduring, they’ve given up the defilements that should be given up by enduring. By avoiding, they’ve given up the defilements that should be given up by avoiding. By dispelling, they’ve given up the defilements that should be given up by dispelling. By developing, they’ve given up the defilements that should be given up by developing. They’re called a mendicant who lives having restrained all defilements, who has cut off craving, untied the fetters, and by rightly comprehending conceit has made an end of suffering.”	mn2	22	1	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn2:22.3	That is what the Buddha said. Satisfied, the mendicants were happy with what the Buddha said.	mn2	22	3	mn	2	All the Defilements	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn3:1.1	So I have heard. At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery. There the Buddha addressed the mendicants, “Mendicants!” “Venerable sir,” they replied. The Buddha said this:	mn3	1	1	mn	3	Heirs in the Teaching	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn3:2.1	“Mendicants, be my heirs in the teaching, not in material things. Out of compassion for you, I think, ‘How can my disciples become heirs in the teaching, not in material things?’ If you become heirs in material things, not in the teaching, they’ll point to you, saying, ‘The Teacher’s disciples live as heirs in material things, not in the teaching.’ And they’ll point to me, saying, ‘The Teacher’s disciples live as heirs in material things, not in the teaching.’ If you become heirs in the teaching, not in material things, they’ll point to you, saying, ‘The Teacher’s disciples live as heirs in the teaching, not in material things.’ And they’ll point to me, saying, ‘The Teacher’s disciples live as heirs in the teaching, not in material things.’ So, mendicants, be my heirs in the teaching, not in material things. Out of compassion for you, I think, ‘How can my disciples become heirs in the teaching, not in material things?’	mn3	2	1	mn	3	Heirs in the Teaching	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn3:3.1	Suppose that I had eaten and refused more food, being full, and having had as much as I needed. And there was some extra almsfood that was going to be thrown away. Then two mendicants were to come who were weak with hunger. I’d say to them, ‘Mendicants, I have eaten and refused more food, being full, and having had as much as I need. And there is this extra almsfood that’s going to be thrown away. Eat it if you like. Otherwise I’ll throw it out where there is little that grows, or drop it into water that has no living creatures.’ Then one of those mendicants thought, ‘The Buddha has eaten and refused more food. And he has some extra almsfood that’s going to be thrown away. If we don’t eat it he’ll throw it away. But the Buddha has also said: “Be my heirs in the teaching, not in material things.” And almsfood is a kind of material thing. Instead of eating this almsfood, why don’t I spend this day and night weak with hunger?’ And that’s what they did. Then the second of those mendicants thought, ‘The Buddha has eaten and refused more food. And he has some extra almsfood that’s going to be thrown away. If we don’t eat it he’ll throw it away. Why don’t I eat this almsfood, then spend the day and night having got rid of my hunger and weakness?’ And that’s what they did. Even though that mendicant, after eating the almsfood, spent the day and night rid of hunger and weakness, it is the former mendicant who is more worthy of respect and praise. Why is that? Because for a long time that will conduce to that mendicant being of few wishes, content, self-effacing, unburdensome, and energetic. So, mendicants, be my heirs in the teaching, not in material things. Out of compassion for you, I think, ‘How can my disciples become heirs in the teaching, not in material things?’”	mn3	3	1	mn	3	Heirs in the Teaching	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn3:4.1	That is what the Buddha said. When he had spoken, the Holy One got up from his seat and entered his dwelling. Then soon after the Buddha left, Venerable Sāriputta said to the mendicants, “Reverends, mendicants!” “Reverend,” they replied. Sāriputta said this:	mn3	4	1	mn	3	Heirs in the Teaching	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn3:5.1	“Reverends, how do the disciples of a Teacher who lives in seclusion not train in seclusion? And how do they train in seclusion?” “Reverend, we would travel a long way to learn the meaning of this statement in the presence of Venerable Sāriputta. May Venerable Sāriputta himself please clarify the meaning of this. The mendicants will listen and remember it.” “Well then, reverends, listen and pay close attention, I will speak.” “Yes, reverend,” they replied. Sāriputta said this:	mn3	5	1	mn	3	Heirs in the Teaching	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn3:6.1	“Reverends, how do the disciples of a Teacher who lives in seclusion not train in seclusion? The disciples of a teacher who lives in seclusion do not train in seclusion. They don’t give up what the Teacher tells them to give up. They’re indulgent and slack, leaders in backsliding, neglecting seclusion. In this case, the senior mendicants should be criticized on three grounds. ‘The disciples of a teacher who lives in seclusion do not train in seclusion.’ This is the first ground. ‘They don’t give up what the Teacher tells them to give up.’ This is the second ground. ‘They’re indulgent and slack, leaders in backsliding, neglecting seclusion.’ This is the third ground. The senior mendicants should be criticized on these three grounds. In this case, the middle mendicants and the junior mendicants should be criticized on the same three grounds. This is how the disciples of a Teacher who lives in seclusion do not train in seclusion.	mn3	6	1	mn	3	Heirs in the Teaching	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn3:7.1	And how do the disciples of a teacher who lives in seclusion train in seclusion? The disciples of a teacher who lives in seclusion train in seclusion. They give up what the Teacher tells them to give up. They’re not indulgent and slack, leaders in backsliding, neglecting seclusion. In this case, the senior mendicants should be praised on three grounds. ‘The disciples of a teacher who lives in seclusion train in seclusion.’ This is the first ground. ‘They give up what the Teacher tells them to give up.’ This is the second ground. ‘They’re not indulgent and slack, leaders in backsliding, neglecting seclusion.’ This is the third ground. The senior mendicants should be praised on these three grounds. In this case, the middle mendicants and the junior mendicants should be praised on the same three grounds. This is how the disciples of a Teacher who lives in seclusion train in seclusion.	mn3	7	1	mn	3	Heirs in the Teaching	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn3:8.1	The bad thing here is greed and hate. There is a middle way of practice for giving up greed and hate. It gives vision and knowledge, and leads to peace, direct knowledge, awakening, and extinguishment. And what is that middle way of practice? It is simply this noble eightfold path, that is: right view, right thought, right speech, right action, right livelihood, right effort, right mindfulness, and right immersion. This is that middle way of practice, which gives vision and knowledge, and leads to peace, direct knowledge, awakening, and extinguishment. The bad thing here is anger and hostility. … disdain and contempt … jealousy and stinginess … deceit and deviousness … obstinacy and aggression … conceit and arrogance … vanity and negligence. There is a middle way of practice for giving up vanity and negligence. It gives vision and knowledge, and leads to peace, direct knowledge, awakening, and extinguishment. And what is that middle way of practice? It is simply this noble eightfold path, that is: right view, right thought, right speech, right action, right livelihood, right effort, right mindfulness, and right immersion. This is that middle way of practice, which gives vision and knowledge, and leads to peace, direct knowledge, awakening, and extinguishment.”	mn3	8	1	mn	3	Heirs in the Teaching	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn3:9-15.13	This is what Venerable Sāriputta said. Satisfied, the mendicants were happy with what Sāriputta said.	mn3	9-15	13	mn	3	Heirs in the Teaching	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn4:1.1	So I have heard. At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery. Then the brahmin Jāṇussoṇi went up to the Buddha, and exchanged greetings with him. When the greetings and polite conversation were over, he sat down to one side and said to the Buddha:	mn4	1	1	mn	4	Fear and Dread	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn4:2.3	“Master Gotama, those gentlemen who have gone forth from the lay life to homelessness out of faith in Master Gotama have Master Gotama to lead the way, help them out, and give them encouragement. And those people follow Master Gotama’s example.” “That’s so true, brahmin! Everything you say is true, brahmin!” “But Master Gotama, remote lodgings in the wilderness and the forest are challenging. It’s hard to maintain seclusion and hard to find joy in it. Staying alone, the forests seem to rob the mind of a mendicant who isn’t immersed in samādhi.” “That’s so true, brahmin! Everything you say is true, brahmin!	mn4	2	3	mn	4	Fear and Dread	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn4:3.1	Before my awakening—when I was still unawakened but intent on awakening—I too thought, ‘Remote lodgings in the wilderness and the forest are challenging. It’s hard to maintain seclusion, and hard to find joy in it. Staying alone, the forests seem to rob the mind of a mendicant who isn’t immersed in samādhi.’	mn4	3	1	mn	4	Fear and Dread	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn4:4.1	Then I thought, ‘There are ascetics and brahmins with unpurified conduct of body, speech, and mind who frequent remote lodgings in the wilderness and the forest. Those ascetics and brahmins summon unskillful fear and dread because of these defects in their conduct. But I don’t frequent remote lodgings in the wilderness and the forest with unpurified conduct of body, speech, and mind. My conduct is purified. I am one of those noble ones who frequent remote lodgings in the wilderness and the forest with purified conduct of body, speech, and mind.’ Seeing this purity of conduct in myself I felt even more unruffled about staying in the forest.	mn4	4	1	mn	4	Fear and Dread	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
